% Ordinary,% Toll,% Pool 2,% Pool 3,Total Travel Time,Total Emission,Total Revenue,Loss,Toll Price,HOT Capacity
0.75,0.25,0.0,0.0,6.2534228819751245,6.2534228819751245,0.0,0.0,0.0,0.25
0.7461116313934326,0.21667176485061646,0.034555140882730484,0.002661570208147168,6.2110024385806675,6.094363066907276,66.34006550938858,8.229767622190695e-05,0.1,0.25
0.7567011117935181,0.20708869397640228,0.03333653137087822,0.002873702673241496,6.219596479467931,6.107207136454522,126.81188556450867,2.7405582144405973e-05,0.2,0.25
0.7683684825897217,0.19561119377613068,0.032008636742830276,0.004011605866253376,6.234691828205236,6.123128572585268,179.67536404789607,0.00046711274489661937,0.30000000000000004,0.25
0.7804176807403564,0.18164120614528656,0.03126102685928345,0.0066798957996070385,6.255779229728741,6.137263869604777,222.45795659052402,7.17793258725196e-05,0.4,0.25
0.7915605306625366,0.17124807834625244,0.029676729813218117,0.0075146290473639965,6.282848893607658,6.166684932907287,262.1617252178618,5.3431272016366867e-05,0.5,0.25
0.803587794303894,0.14923515915870667,0.034759338945150375,0.012417963705956936,6.313768888498749,6.1652151552587835,274.1548786954776,0.0003184828475161437,0.6000000000000001,0.25
0.815615713596344,0.1345582753419876,0.03772794082760811,0.012098047882318497,6.354033809078416,6.199083499377497,288.39121539534943,9.871195426372745e-08,0.7000000000000001,0.25
0.8298080563545227,0.11171332001686096,0.04035178944468498,0.018126526847481728,6.407093044519778,6.2227057459678035,273.6330309876557,0.00035769331224548253,0.8,0.25
0.8427885174751282,0.1028788611292839,0.037681519985198975,0.01665109023451805,6.463485566959892,6.2928038605070356,283.4929300731964,9.498572173746703e-08,0.9,0.25
0.8593252897262573,0.0839870274066925,0.03734687343239784,0.0193406343460083,6.541523953472166,6.362152884560591,257.1495600241308,2.376323793181578e-05,1.0,0.25
0.8705371022224426,0.07158327847719193,0.0360480435192585,0.021831389516592026,6.59900823314708,6.414156892752942,241.08924970037359,1.0964702350759964e-07,1.1,0.25
0.8772450685501099,0.06258618831634521,0.03590485826134682,0.024263810366392136,6.635071982430699,6.441562540309172,229.9499523116083,9.726355841191048e-08,1.2000000000000002,0.25
0.8825350999832153,0.05856121703982353,0.03279455378651619,0.026109151542186737,6.664496733777349,6.47289480743058,233.09181381491257,9.813112457928482e-08,1.3,0.25
0.8888026475906372,0.05274932458996773,0.03044961206614971,0.02799833007156849,6.700347713784544,6.508321040492379,226.1093461717057,9.809909951246719e-08,1.4000000000000001,0.25
0.8926037549972534,0.049599479883909225,0.028124623000621796,0.029672250151634216,6.722632284640914,6.530902474846476,227.79383001278794,9.626109391622292e-08,1.5,0.25
0.8974842429161072,0.0444200225174427,0.026199454441666603,0.031896788626909256,6.751830945291716,6.557192875897869,217.6067347412687,2.755123567149944e-06,1.6,0.25
0.9042091965675354,0.0407971516251564,0.022422965615987778,0.032570548355579376,6.793203090274721,6.6067456351213245,212.35003612805892,9.232749219286873e-08,1.7000000000000002,0.25
0.9047306180000305,0.03657832369208336,0.022681744769215584,0.036009326577186584,6.796431809567945,6.596273515853947,201.59041511167842,9.800215788348606e-08,1.8,0.25
0.9101172089576721,0.032820552587509155,0.020067354664206505,0.03699406981468201,6.830576376841475,6.634121817723192,190.92951310017642,9.62416305523905e-08,1.9000000000000001,0.25
0.9153445363044739,0.027727510780096054,0.018280746415257454,0.03864729404449463,6.864514772637018,6.6668943862813705,169.79091695053563,9.761546702331154e-08,2.0,0.25
0.9183561205863953,0.024939708411693573,0.01653694361448288,0.04016726464033127,6.884427101892043,6.686013608769832,160.3556407550717,9.725520871688316e-08,2.1,0.25
0.9216877818107605,0.022049397230148315,0.0147012360394001,0.04156151041388512,6.90676781382669,6.708294862428991,148.52274854261424,6.655613265565626e-08,2.2,0.25
0.9246606230735779,0.01862594112753868,0.013411452993750572,0.04330196604132652,6.92698012769886,6.725594696429575,131.16550545853258,2.2688634367361215e-06,2.3000000000000003,0.25
0.9284324645996094,0.014072699472308159,0.012782103382050991,0.04471297562122345,6.953007845566125,6.748083768029558,103.40992668210562,9.929681568218211e-08,2.4000000000000004,0.25
0.9312174320220947,0.011428255587816238,0.011267225258052349,0.04608719423413277,6.972500364138365,6.766680382881322,87.47692908631518,9.928654368352609e-08,2.5,0.25
0.9332613945007324,0.009059499017894268,0.010642214678227901,0.04703696817159653,6.9869567639145185,6.779323074297918,72.11923402819217,9.878957934357468e-08,2.6,0.25
0.9358052611351013,0.00660866592079401,0.009132567793130875,0.04845331981778145,7.005126625686487,6.796422157545671,54.63250793784754,9.925401313412532e-08,2.7,0.25
0.9393236041069031,0.003000154858455062,0.007777172606438398,0.049898989498615265,7.030588546580282,6.8202660384116305,25.720255519182768,2.9840002448485743e-06,2.8000000000000003,0.25
0.9416950941085815,0.0002039476967183873,0.007188970688730478,0.05091199651360512,7.047968057499995,6.835488161056839,1.8108829433005784,9.664571878901099e-08,2.9000000000000004,0.25
0.9424736499786377,0.0001600411778781563,0.005740753374993801,0.051625579595565796,7.0537121490620365,6.842638405357866,1.4700312565354163,9.771969750766506e-08,3.0,0.25
0.9427917003631592,0.0001666401221882552,0.005116651766002178,0.0519249327480793,7.056063578605682,6.845626589415561,1.5816662384809452,9.949510867582146e-08,3.1,0.25
0.9430747628211975,0.00017705220670904964,0.004556760191917419,0.05219143256545067,7.058159958863857,6.848301980816585,1.7347020733978011,9.855651707117684e-08,3.2,0.25
