Date,Hour,HOV Flow,Ordinary Flow,HOV Travel Time,Ordinary Travel Time,Avg_total_toll,Sigma_2ratio,Sigma_3ratio,Demand,Sigma_o,Sigma_toll,Sigma_pool2,Sigma_pool3
2021-11-29,11,1063.0,3882.818181818182,6.625014692658791,8.02870170991306,1.1041666666666667,0.1106716499147284,0.717914292971443,5374.981961819468,0.6891690508741272,0.15386325015278782,0.1488027053632563,0.008164962453389636
2021-11-29,10,993.7727272727273,3593.8636363636365,6.871098679798953,8.659196894850657,1.25,0.1106716499147284,0.717914292971443,5079.080412560035,0.6656569376869064,0.14466546585536738,0.17815960274948686,0.011517975723014275
2021-11-29,9,920.818181818182,3545.7272727272725,6.454133585931291,7.7102033353402515,0.9791666666666666,0.1106716499147284,0.717914292971443,4798.4589384452365,0.694712189720252,0.16899523956817983,0.13014527591099653,0.006147247994729806
2021-11-29,8,1147.590909090909,3854.227272727273,7.066315759156768,8.826500495585089,1.875,0.1106716499147284,0.717914292971443,5635.468918384648,0.6988456650504671,0.08105349856038374,0.2057649230449048,0.014335863819873618
2021-11-29,7,1209.4545454545455,4010.909090909091,6.6838868590513645,7.950306823976436,2.105769230769231,0.1106716499147284,0.717914292971443,5818.112902293363,0.7587036626780145,0.03852956261582857,0.19463095050416673,0.008135782298793548
2021-11-29,6,959.5454545454544,3509.1363636363635,6.317208317594964,7.275505883225877,0.9375,0.1106716499147284,0.717914292971443,4746.73170130772,0.7171825194365335,0.16702607538670605,0.11170297453835451,0.004088386991425898
2021-11-29,5,610.5,2459.181818181818,5.819163811264355,6.274723806288096,0.75,0.1106716499147284,0.717914292971443,3183.4216069884396,0.8005268729033567,0.12835875863640417,0.07008485083364402,0.0010294716365407818
2021-11-30,19,1058.409090909091,3691.181818181818,6.731594889595807,7.662067030953646,1.8636363636363635,0.1068159992595078,0.7190294924157401,5138.250374093567,0.8501879098279516,0.0,0.14540586235599195,0.00440618858276491
2021-11-30,18,1299.8181818181818,3804.272727272728,9.492305849191688,12.771177986139971,6.75,0.1068159992595078,0.7190294924157401,6106.074155263364,0.6904298020990902,0.0,0.2537039577218122,0.05586621415600427
2021-11-30,17,1358.3636363636365,3795.045454545456,10.337035250508375,14.605453166501858,7.0,0.1068159992595078,0.7190294924157401,6388.102230764777,0.644756371435976,0.0,0.26129391602584673,0.09394966380658207
2021-11-30,16,1387.0454545454545,3944.0,9.840573655171912,13.92846418510302,7.0,0.1068159992595078,0.7190294924157401,6558.540453165868,0.6545447561874389,0.0,0.2588624330699656,0.08659273712827827
