Hour,Segment,FR,ML,OR,In Flow,Main Flow,Out Flow
20,3430 - Mowry NB,93.4068493150685,3722.8335616438358,150.04931506849314,150.04931506849314,3722.8335616438358,93.4068493150685
20,3440 - Decoto/84 NB,375.31872146118724,3904.783105022831,115.21712328767123,115.21712328767123,3904.783105022831,375.31872146118724
20,3450 - Whipple NB,0.0,4283.773776908024,296.93242009132416,296.93242009132416,4283.773776908024,0.0
20,3460 - Hesperian/238 NB,191.3621273166801,3867.5750201450446,248.87356671740233,248.87356671740233,4058.9371474617246,4058.9371474617246
21,3420 - Auto Mall N,162.4573385518591,2699.9121722113505,152.31112328767122,2852.223295499022,2852.223295499022,162.4573385518591
21,3430 - Mowry NB,70.84794520547945,3065.5102739726026,114.7376712328767,114.7376712328767,3065.5102739726026,70.84794520547945
21,3440 - Decoto/84 NB,310.71415525114156,3237.290410958904,89.86506849315069,89.86506849315069,3237.290410958904,310.71415525114156
21,3450 - Whipple NB,0.0,3594.494324853229,240.23744292237444,240.23744292237444,3594.494324853229,0.0
21,3460 - Hesperian/238 NB,156.00902497985496,3344.581627719581,204.40649416539827,204.40649416539827,3500.590652699436,3500.590652699436
22,3420 - Auto Mall N,115.2729941291585,2102.0188649706456,110.51594520547945,2212.534810176125,2212.534810176125,115.2729941291585
22,3430 - Mowry NB,51.83150684931507,2382.5458904109587,85.22808219178083,85.22808219178083,2382.5458904109587,51.83150684931507
22,3440 - Decoto/84 NB,252.66118721461186,2519.7561643835616,68.61986301369863,68.61986301369863,2519.7561643835616,252.66118721461186
22,3450 - Whipple NB,0.0,2939.367514677104,171.05844748858448,171.05844748858448,2939.367514677104,0.0
22,3460 - Hesperian/238 NB,121.61627719580983,2792.519204942251,164.17209538305428,164.17209538305428,2914.1354821380605,2914.1354821380605
23,3420 - Auto Mall N,74.39510763209394,1537.2776516634053,76.29556164383563,1613.5732133072408,1613.5732133072408,74.39510763209394
23,3430 - Mowry NB,33.78356164383562,1748.9246575342465,61.076027397260276,61.076027397260276,1748.9246575342465,33.78356164383562
23,3440 - Decoto/84 NB,196.23287671232876,1867.3420091324201,41.56986301369863,41.56986301369863,1867.3420091324201,196.23287671232876
23,3450 - Whipple NB,0.0,2208.563600782779,109.41187214611872,109.41187214611872,2208.563600782779,0.0
23,3460 - Hesperian/238 NB,83.20451248992747,2011.5332258930969,113.0884830035515,113.0884830035515,2094.7377383830244,2094.7377383830244
