Date,Equi 0,Target 0,Equi 1,Target 1,Equi 2,Target 2
2021-02-01,29628.78430245367,26722.384595664484,19580.02504471401,15876.942351329786,59441.886690231724,66051.36909040523
2021-02-02,28377.848743044182,27128.16610150667,18519.734474497563,15149.965734352762,60373.28071845595,64992.73210013834
2021-02-03,30281.532375704985,27890.625886597398,16383.969803017393,16048.401636164595,62815.08470862206,65541.5593645825
2021-02-04,29190.732305662415,25907.112714683688,15276.928126585392,15131.854634781186,58685.09485404214,62113.78793682513
2021-02-05,19931.655667584928,22428.326118167013,14992.511955064787,13670.194549350796,54903.40883693669,53729.05579206863
2021-02-08,28510.792112650764,26342.993409598916,17709.122749839335,15797.829916586159,59535.428742365344,63614.52027867045
2021-02-09,25824.064018876714,25677.75898467872,14185.802750790488,15012.841491656007,60603.91051721775,59923.176810550256
2021-02-10,27425.246298993312,27060.858383572726,14261.042850348327,15855.294826661075,65009.984468218056,63780.12040732593
2021-02-11,25269.801371109446,24634.51081448985,14456.289214672306,14262.683986036996,56760.340857116185,57589.23664237113
2021-02-12,24333.046687665097,25360.481796053446,15694.918811472431,15443.55939813724,63832.76723902413,63056.69154397101
2021-02-16,24476.80296161677,21836.129796321202,13078.279064017594,13173.064845969982,53810.37716278403,56356.26454612727
2021-02-17,26620.093576324944,25631.062366458063,14938.037659117566,14849.391920908964,60136.91340841356,61214.59035648909
2021-02-18,24845.812324007504,24744.810299213594,15313.507381559211,14737.523590675968,60933.99384084664,61610.97965652384
2021-02-19,21703.44451712739,20455.581790129865,11939.505964498076,12346.877405458688,49241.12578403224,50081.61707006921
2021-02-22,29796.28637369428,26199.223759835604,15842.728535062357,16204.73131299903,63584.65367002597,66819.71350594804
2021-02-23,27800.378381070565,26238.71146004042,15299.204883535218,15548.534518069157,62613.891418622254,63926.22870511852
2021-02-24,26260.189704512406,26455.10738201346,14683.323472818629,14953.96680185174,65088.0604002506,64622.49939371645
2021-02-25,29399.741092399774,27176.019959353336,14856.242188126103,15806.057372854164,64805.8125921678,66079.71854048622
2021-02-26,24399.497320346767,25986.422172018134,14710.88468790504,15449.032484303005,65779.31745845568,63454.24481038637
2021-03-01,28600.352674671783,26032.13238881459,15588.415415944866,15524.233108136896,62051.902023571834,64684.30461723706
2021-03-02,23723.2023351905,25684.12400852456,15346.172592787414,15392.265888684902,63746.02467731625,61739.00970808471
2021-03-03,27730.602444409782,26690.043549894057,15565.775148104938,15378.907792238428,64133.950337345756,65361.37658772803
2021-03-04,27602.265461780633,27193.34825461383,14841.831183110424,15582.399243024318,64927.03603229855,64595.38517955149
2021-03-05,24789.01758478195,26103.03990649203,14844.569678437225,15467.316479566518,65963.58231416534,64026.81319132599
2021-03-08,29365.014555630623,25706.843504885088,15445.222235024088,15604.257118904827,61871.83911479502,65370.97528165986
2021-03-09,27768.369400650095,26628.803406835606,15486.174514972527,15447.744307241714,63883.52762351777,65061.52382506314
2021-03-10,27249.022921651773,25657.79446089932,16036.746781174294,15264.840592012932,61268.68098165671,63631.81563157059
2021-03-11,28958.768244256647,26455.38552140957,14870.225829766594,16159.763243099465,64929.599925342314,66143.44523485657
2021-03-12,23290.471743199545,26074.63951548404,15790.675274760233,15568.79858006639,66081.61959523687,63519.32851764622
2021-03-15,29562.085669476648,26076.622757760262,15954.467597662238,15382.7033729154,63786.55960322275,67843.78673968602
