Date,Equi 0,Target 0,Equi 1,Target 1,Equi 2,Target 2
2021-02-01,387.1753907390757,421.5491845244723,433.92416223319753,250.46088521721998,892.8796822496108,1041.969165480192
2021-02-02,2499.5331431278764,1028.354979163944,1103.906471652219,574.2939879824581,462.90702417220064,2463.697671805894
2021-02-03,1212.8255617351087,690.8437122495116,546.5393010707438,397.5148283540965,952.4414398577793,1623.4477620600237
2021-02-04,1030.1315302735425,740.5417433408626,465.3000778527318,432.536428687792,1453.137847350974,1775.4912834485935
2021-02-05,297.2670131684687,559.3920211995892,385.4497510745945,340.95267381362254,1557.7014145566018,1340.0734837864532
2021-02-08,364.54573001101596,360.74800304737977,330.5003585035526,216.33971152321604,753.1958946132701,871.1542685572426
2021-02-09,1583.3412329045884,796.7058382620623,495.35378849810996,465.8046082776146,1043.0565232663432,1859.2410981293644
2021-02-10,1222.0772469987342,773.1565674805549,570.1701611346944,453.0020870296954,1256.1749110638016,1822.2636646869794
2021-02-11,1999.1478538569531,1363.3688709108621,474.4450167704206,789.351958666218,2866.3384998444653,3187.2105408947587
2021-02-12,325.0530812043903,632.8639472391366,116.36944425860483,385.3898375719408,2150.393900282149,1573.5626409340666
2021-02-16,371.68102075543817,389.60441002193477,204.85170949419535,235.03634597187067,1053.6272914902975,1005.5192657461258
2021-02-17,349.1820565028988,424.68563924912985,300.8884364884749,246.0422205770456,1034.9328215635126,1014.2754547287105
2021-02-18,361.38572732504736,395.45963408290964,179.1458858075388,235.52800025475193,1075.0930087528372,984.636987547762
2021-02-19,346.72426361144215,456.84911075405006,124.60971254111017,275.75162716685867,1379.7752675799977,1118.5085058116413
2021-02-22,411.52761918467235,526.5783426487769,411.5167158254659,325.69898391223603,1372.242781335921,1343.0097897850467
2021-02-23,1141.6729654425048,615.0717867996353,363.0105799828093,364.4792131926539,973.3869139885854,1498.5194594216105
2021-02-24,1972.1573111228226,957.645258802623,774.8382503908656,541.316850515661,1091.2286518187034,2339.262104014107
2021-02-25,368.5230059215305,564.9518556919743,367.60869352097336,328.5860643804243,1531.1121447824244,1373.7059241525292
2021-02-26,676.4344004036051,681.7827107091978,296.45469438598104,405.32256327014636,1779.0089215863732,1664.7927423966148
2021-03-01,379.45122142921116,435.69974406901724,311.871494827655,259.8290563007933,1086.8271520329163,1082.621067919972
2021-03-02,2124.1569195453962,908.0820725887282,927.6033586693021,544.2054673694403,583.3577089366661,2182.8304471931965
2021-03-03,535.1815283073952,531.3653738649125,359.6795528002409,306.17481284286725,1243.9423366600013,1301.2632310598574
2021-03-04,354.5048366276618,603.5288998111001,324.2304069425703,345.8356133090069,1704.2586036527264,1433.6293341028513
2021-03-05,346.89222530430527,771.7136548196474,293.48440103300766,457.27774900768475,2481.5117807254264,1892.8970032354068
2021-03-08,963.0821701594125,584.8598176644566,390.8067265284001,355.01453033771725,1073.2492095627777,1487.2637582484163
2021-03-09,375.09649445065423,434.9544119700685,318.72606688898145,252.32318699290525,1056.168836845153,1062.7137992217347
2021-03-10,365.60203085095566,435.53308826680126,262.9518141768811,259.11592576951335,1146.2254668902963,1080.1302978818187
2021-03-11,355.36535376075614,580.3144120276503,204.55641103126828,354.47389331507446,1825.7618412404536,1450.8953006897532
2021-03-12,621.1705079331119,871.3817272316288,223.90569963426492,520.2897086866108,2669.33146650408,2122.736238153217
2021-03-15,379.01439514047695,643.0431208907643,225.05577493298085,379.3336919641052,2091.317782429553,1673.0111396481411
2021-03-16,2800.5872383398955,1263.033846867849,868.0642634439264,728.4019055776135,1387.7187804874443,3064.934529825803
2021-03-17,365.0237641450612,671.6075829992543,224.4514686261448,403.8463980135773,2187.845591284946,1701.8668430433208
2021-03-18,1255.4895476371514,993.5972473540382,462.85007255931777,585.6241168333055,2283.831121577906,2422.949377587031
2021-03-19,700.2353290450935,490.4440794019214,468.6967740772002,302.022366736343,849.7718965140336,1226.2375534981563
2021-03-22,376.4938819086444,403.8799956801719,218.6692468437227,247.2868354055063,1093.0362563214069,1037.0325539879655
2021-03-23,816.9634558679579,774.0536480197176,351.0670909773488,450.9267875109353,1911.062268702808,1854.1123800174619
2021-03-24,801.1831837702708,1006.7542309093777,451.0501680008979,584.506165172937,2819.879433282563,2480.8523889714165
2021-03-25,315.1008552596569,595.8072965406801,268.18688710583984,352.8990124663746,1839.659166299901,1474.240599658343
2021-03-26,468.7700807709823,913.5962495685145,363.6812235971412,555.7669812619016,2927.3340335163457,2290.4221070540534
2021-03-29,386.6050562968815,529.2479181640284,251.87157577092938,314.5368033529746,1546.423672249473,1341.1155828002813
2021-03-30,500.1149227785568,775.3376754996185,375.0844695645909,454.56709949307765,2252.352482852574,1897.6471002030255
2021-04-01,315.80813667540605,943.8500666670236,128.14803574500922,569.9827017550476,3416.5994378769074,2346.7228418752516
2021-04-02,261.80160559168405,649.4418227280021,319.07067653220207,391.1543621487898,2189.85140868042,1730.127505927514
2021-04-05,722.5885330501931,593.9966093007109,671.322160554227,359.3100683239532,1179.4114015605055,1620.0154175401392
2021-04-06,322.67701249045103,426.83756913933036,210.2015920214745,247.31674386922302,1244.6888734516233,1103.4131649549952
2021-04-07,287.7818930331948,683.8846472601898,557.123240515588,405.1682449683564,2053.693215445937,1809.5454567661734
2021-04-08,279.27298023110654,625.8709392340811,205.94797823324856,363.46416297864045,2170.3992112396104,1666.2850674912436
2021-04-09,253.14795565862124,439.686846997119,295.039893869175,265.68840949041993,1349.364368857743,1192.176961898
2021-04-12,294.1317830038879,320.5406451892165,229.13406965246088,196.3248696526155,887.7629985306392,894.1633363451558
