Flow Equi,Flow Target
3576.2986695389113,3087.246153846154
4050.2310057034438,2903.723076923077
3696.588343074526,2753.8
3261.07829817934,2851.1692307692306
3661.245726787929,3161.9076923076923
3793.225644039423,3496.461538461539
4000.2657887147498,3960.9846153846156
3126.6212382452177,4047.6923076923076
2603.1389909334334,3934.1846153846154
3753.7155911297104,3776.5538461538463
3649.643323617055,3473.292307692308
4102.75331121772,2815.846153846154
2647.935492226006,2012.1692307692306
2076.8014543919326,2753.0615384615385
3599.9434846389004,3067.846153846154
3513.412134817731,3171.230769230769
3453.2899448512435,2908.876923076923
1822.5748323568548,2769.9076923076923
1447.09625511044,2864.292307692308
3689.16516110328,3182.9384615384615
3237.7511462668945,3561.3076923076924
3864.378911790547,3979.1230769230774
2070.439495858008,4022.953846153846
1368.9417973592429,3955.353846153846
3080.198099096046,3842.846153846154
3138.2961070791875,3470.6923076923076
3717.6884302137523,2839.3846153846152
1768.3238825910569,2032.0153846153844
1809.822832941089,2759.153846153846
3507.2281506923828,3076.2
3083.1763834678663,3196.3076923076924
3792.0851943146235,2944.923076923077
2626.5549960792832,2776.4
2321.7941241485773,2884.784615384616
3574.440542476232,3220.015384615385
3572.11216425553,3596.7384615384617
3413.226561306221,4078.1230769230774
2603.047443203242,4038.8769230769235
2877.432506947393,3884.8153846153846
3703.2815796054806,3804.830769230769
3596.9450351530213,3489.246153846154
3465.602419049155,2885.8
2435.5186132620042,2068.338461538461
2694.869188919745,2761.5384615384614
3795.1902403599515,3091.0615384615385
3531.8294079623192,3225.6307692307687
3843.8563807951246,2989.6923076923076
3243.6898083298815,2817.0307692307697
1521.2723777648332,2982.723076923077
3873.234193529443,3315.353846153846
3661.70072083209,3649.507692307693
3590.6952820048737,4124.861538461539
3229.9180280475452,4081.6
837.7621857338053,3909.3230769230768
3855.7246185234267,3852.6923076923076
3747.079971185496,3509.153846153846
3667.089441683537,2912.6769230769232
3743.2337637559335,2077.353846153846
566.3767114932028,2735.9538461538464
3630.6206534740904,3059.6
3545.4050515618537,3209.6923076923076
3840.249687729181,2975.8769230769235
3805.6816121058114,2807.292307692308
633.8668462315305,2955.292307692308
3555.478710463208,3307.1692307692306
3553.401742952344,3622.5846153846155
3512.5734499142145,4070.7692307692314
3626.9214031133006,3911.4769230769225
1439.6284008900243,3826.8153846153846
3882.787129268415,3749.3384615384616
3766.4893954962135,3463.2
2882.037043252748,2885.1230769230765
3562.9701252424607,2064.4307692307693
3716.691376290929,2697.215384615384
3667.444569973457,3041.9846153846156
3576.2986695389113,3219.4769230769225
4050.2310057034438,2985.8307692307694
3696.588343074526,2822.3230769230768
3261.07829817934,2980.6923076923076
3661.245726787929,3320.246153846154
3793.225644039423,3531.292307692308
4000.2657887147498,3788.9846153846156
3126.6212382452177,3731.707692307692
2603.1389909334334,3822.1692307692306
3753.7155911297104,3741.4153846153845
3677.044837195875,3433.5230769230775
4102.753311217721,2881.030769230769
3191.101747041591,2078.1230769230774
2188.3385642015305,2715.230769230769
3720.0796181181545,3046.3538461538456
3633.548268296986,3216.861538461538
4158.669843166332,2997.0615384615385
3091.59015964648,2829.046153846154
1423.6298293518926,2986.0153846153844
3712.631586861827,3319.5230769230766
3261.217572025442,3480.0923076923077
3887.8453375490944,3809.953846153846
2117.372347375103,3765.707692307692
1368.9417973592429,3801.9692307692303
3080.198099096046,3755.8153846153846
3138.2961070791875,3500.0307692307697
3717.6884302137523,2946.876923076923
2357.7651767880748,2072.584615384615
1829.9005768935663,2729.0153846153844
3507.2281506923828,3060.4461538461537
3103.2541274203436,3212.9384615384615
3792.0851943146254,2992.4461538461537
2626.5549960792832,2868.892307692308
2309.656292246431,3007.3846153846157
3598.716206280524,3320.9230769230767
3195.9492599832924,3479.0769230769233
3437.5022251105133,3798.861538461538
2603.047443203242,3760.2615384615383
2877.432506947393,3871.3230769230768
3802.4860870429716,3800.3076923076924
3712.683627163427,3507.3846153846157
3564.8069264866467,2960.0615384615385
2485.1208669807497,2079.6153846153848
2956.0004150284076,2738.984615384615
3793.9267765826535,3078.276923076923
3530.5659441850203,3193.0
3842.592917017825,2984.8307692307694
3243.6898083298815,2900.6307692307687
1524.2948893304329,3022.6769230769232
3846.357510527212,3341.7692307692305
3634.8240378298574,3464.846153846154
3541.6915770320657,3764.6923076923076
3077.712731572925,3756.753846153846
1273.4407268254336,3880.2
3774.6819183148154,3805.2769230769236
3572.621171722055,3542.0307692307697
3490.4532576089277,2991.1384615384613
3469.4670544439437,2089.538461538462
566.3767114932033,2766.753846153846
3461.705351118044,3108.353846153846
3508.830577553873,3217.0769230769233
3798.3523792530364,2994.5846153846155
3688.0903263384994,2902.369230769231
637.4271157015392,3055.923076923077
3549.7822793111927,3363.846153846154
3547.705311800329,3476.9230769230767
3506.877018762199,3828.3384615384616
3618.3767563852766,3920.6153846153843
1439.6284008900243,3966.8
3882.787129268415,3936.261538461539
3766.4893954962126,3621.6307692307696
3266.8402213487975,3040.5999999999995
3582.7223624083454,2084.769230769231
3716.691376290929,2773.507692307692
3667.444569973457,3124.892307692308
3576.2986695389113,3210.4
4050.2310057034438,3004.2
3696.588343074526,2903.338461538461
2672.0884701162972,3069.2153846153847
3661.245726787929,3364.6307692307687
3793.225644039423,3607.5846153846155
4000.2657887147493,4096.615384615385
3126.6212382452177,4093.2307692307686
2603.1389909334334,3996.953846153846
3753.7155911297104,3927.953846153846
3677.0448371958746,3636.846153846154
4102.753311217719,3034.5538461538463
3191.101747041591,2082.5230769230775
2139.019277048973,2771.2
3552.756431796127,3149.8307692307694
3584.2289811444284,3228.846153846154
4344.756492739976,2986.338461538461
2483.6957399005087,2902.169230769231
1392.3412616738294,3086.369230769231
3577.956306975805,3360.1692307692306
3143.6177239339468,3622.2615384615383
4160.94208074777,4089.1538461538466
1089.7049978200039,4072.9692307692303
1368.9417973592429,4000.3384615384616
3080.198099096046,3926.953846153846
3138.2961070791875,3589.138461538462
4351.123542757037,2995.861538461538
2357.7651767880748,2082.4307692307693
1809.822832941089,2763.3076923076924
3507.2281506923828,3160.9692307692308
3083.1763834678663,3236.4307692307693
4101.875851092698,3005.107692307692
2626.5549960792832,2910.1846153846154
2261.1049646378465,3101.492307692308
3589.318436089611,3375.430769230769
3159.535764276854,3628.1230769230774
3792.219113190179,4096.169230769231
2566.6339474968036,4065.4153846153845
2811.2961686557323,3951.0
3736.349748751312,3925.4
3646.5472888717673,3597.661538461539
3498.670588194986,3014.276923076923
2385.9163595432583,2067.723076923077
2915.7588253316962,2772.5538461538463
3752.713291672636,3159.0615384615385
3489.3524592750027,3260.230769230769
3801.3794321078067,3036.6
3146.9245678477732,2938.2
1640.7162220645814,3108.723076923077
3894.4745407715777,3378.292307692308
3633.4423182570144,3144.646153846154
3562.436879429796,3258.1846153846154
2889.086761918352,3063.2307692307686
1272.7619739967504,2977.5692307692307
3802.168039306097,3130.3230769230768
3629.7859958365816,3391.030769230769
3549.795466334619,3650.0923076923077
3556.1211509753393,4130.9384615384615
566.376711493203,4064.9846153846156
3505.97971439086,3928.969230769231
3553.1049408266936,3902.6923076923076
3853.2724114621815,3566.9692307692303
3827.061845881686,3017.7692307692314
637.4271157015392,2018.5230769230766
3551.206387099197,2726.4461538461537
3549.129419588334,3127.1846153846154
3509.967699346151,3249.3846153846157
3620.512918067284,3092.4461538461537
1439.6284008900243,3016.3076923076924
3882.7871292684144,3151.753846153846
3766.4893954962126,3406.2615384615383
3432.464908008086,3768.846153846154
3562.9701252424607,4086.3384615384616
3716.691376290929,4034.2307692307695
3667.444569973457,3886.5846153846155
3576.2986695389113,3882.107692307692
4050.2310057034438,3561.2769230769236
3696.588343074526,3086.2153846153847
2672.0884701162972,2021.4307692307696
3661.245726787929,2726.5076923076927
3793.225644039423,3113.523076923077
4000.2657887147498,3254.9846153846156
3126.6212382452177,3110.9692307692308
2603.1389909334334,3036.1384615384613
3753.7155911297104,3162.0923076923077
3677.0448371958746,3445.9846153846156
4102.753311217719,3672.753846153846
3191.101747041591,4063.9846153846156
2139.019277048973,4075.4153846153845
3552.756431796127,3693.953846153846
3584.2289811444293,3862.3846153846157
4460.371342018916,3540.7384615384617
2483.6957399005087,3006.6153846153848
1392.3412616738294,2044.5076923076922
3577.956306975805,2742.4461538461537
3143.6177239339468,3105.8615384615387
4160.942080747773,3261.0
1089.7049978200039,3109.769230769231
1368.9417973592429,3048.753846153846
3035.3783147549125,3164.0461538461536
3093.4763227380545,3440.3692307692304
4351.123542757039,3692.492307692308
2357.7651767880748,4060.3846153846157
1439.8534848463244,4068.4461538461546
3507.2281506923828,3695.5538461538463
3083.1763834678663,3853.646153846154
4411.666554571952,3546.846153846154
2626.5549960792832,3048.292307692308
2309.6562922464313,2054.9076923076923
3716.765671062146,2741.661538461539
3232.362755689732,3113.1846153846154
4097.024792202549,3263.015384615385
3174.7137670045563,3100.753846153846
2943.568845239053,3035.830769230769
3967.8269327721227,3203.9692307692308
3922.760448436038,3449.8153846153846
3781.80133437563,3701.2769230769236
2633.9276281369866,4039.707692307692
2915.7588253316962,3986.8769230769235
3753.1020497579584,3750.4307692307693
3489.7412173603257,3842.6615384615384
3801.76819019313,3555.9846153846156
3161.48571022259,3071.230769230769
1641.2343669043985,2067.9230769230767
3893.4382510919427,2745.846153846154
3632.406028577379,3129.8615384615387
3561.4005897501593,3274.769230769231
2888.5686170785348,3108.5384615384614
1277.1167432190698,3024.707692307692
3806.5228085284193,3215.246153846154
3642.310135396756,3441.0769230769233
3564.496990505667,3714.7230769230773
3576.2807793221627,4038.8461538461547
566.3767114932031,3955.138461538462
3498.2798251260224,3755.507692307692
3545.405051561854,3833.9384615384615
3840.249687729181,3566.9230769230767
3805.68161210581,3077.6769230769232
954.3605388173044,2110.338461538461
3648.0933760840912,2779.8615384615387
3546.9932579063316,3135.4307692307693
3624.8066687341366,3296.4307692307693
3616.240594703277,3093.1384615384613
1439.6284008900243,2993.953846153846
3882.787129268415,3187.4
3766.4893954962135,3425.784615384616
3503.9882018314524,3686.861538461539
3663.364436684288,4041.353846153846
3716.691376290929,3949.7384615384617
3667.444569973457,3774.3692307692313
3576.2986695389113,3858.0
4050.2310057034438,3574.2
3696.588343074528,3075.2307692307695
2672.0884701162972,2118.646153846154
3661.245726787929,2810.246153846154
3793.225644039423,3166.1692307692306
4000.2657887147498,3283.9076923076923
3126.6212382452177,3094.646153846154
2603.1389909334334,2998.369230769231
3753.7155911297104,3176.1846153846154
3677.0448371958746,3371.6615384615384
4102.753311217719,3652.215384615385
3191.101747041591,4045.0923076923077
1376.6969778347977,3907.0153846153844
3468.4463201025833,3904.3076923076924
3104.5070143363664,3879.107692307692
4054.758790636023,3580.7230769230764
1089.7049978200039,3072.353846153846
1368.9417973592429,2114.769230769231
3035.3783147549125,2802.153846153846
3093.4763227380545,3172.6769230769232
4351.123542757041,3291.292307692308
2357.7651767880748,3074.9076923076923
1439.8534848463244,2980.292307692308
3507.2281506923828,3168.569230769231
3083.1763834678663,3371.0923076923077
4411.666642136665,3646.507692307692
2626.5549960792832,4047.2307692307695
2309.656292246431,3916.5538461538463
3716.7656710621463,3882.153846153846
3232.362755689732,3885.753846153846
3919.6663481627156,3613.3076923076924
2675.8744346161216,3047.9076923076927
2976.6370143848835,2115.0923076923077
3901.6905944804626,2813.7384615384613
3811.888134600918,3170.5692307692307
3715.664996083969,3293.461538461538
2994.7960128587606,3066.6923076923076
2875.517235634986,2965.4461538461537
3711.596996283949,3131.153846153846
3448.236163886316,3370.923076923077
3699.900752174054,3639.784615384616
3042.878756178257,4074.923076923077
1629.9981409725062,3984.753846153846
3893.7836809851547,3893.846153846154
3610.6244365000166,3814.2
3561.746019643372,3623.938461538461
2952.653956730641,3046.046153846154
1256.1627760612637,2104.646153846154
3844.075973621717,2808.076923076923
3678.7773935479854,3174.7384615384617
3609.6737871018295,3282.461538461538
3641.6955099709958,3073.9384615384615
566.3767114932039,2976.353846153846
3461.705351118043,3120.923076923077
3508.830577553872,3373.892307692308
3724.911060379117,3625.046153846154
3688.0903263384967,4037.3846153846157
956.49670049931,3995.4461538461537
3993.316976971733,3890.0153846153844
3544.145042330324,3830.046153846154
3620.291880362183,3623.8153846153846
3611.9682713392663,3039.153846153846
1919.5045345200324,2108.7538461538466
3889.1841195408997,2826.1230769230765
3766.489395496214,3211.846153846154
2980.1363376623526,3298.5692307692307
3663.3644366842864,3043.6
3716.691376290929,2998.9846153846156
3667.444569973457,3127.246153846154
3607.68574340586,3386.4
4050.2310057034438,3639.2615384615383
3696.588343074528,4075.9076923076923
2632.5723253832816,4004.1230769230765
3486.186960381167,3888.9230769230767
3787.5804805061343,3795.707692307692
3994.620625181461,3624.4153846153845
3061.4832957817744,3041.292307692308
2587.066680795671,2108.169230769231
3666.8967720602873,2825.4153846153845
3649.643323617055,3206.0
4102.753311217719,3312.4153846153845
3191.101747041591,3039.153846153846
1660.7495979973344,2999.861538461538
3503.437144643555,3132.8
3522.090583561815,3389.3230769230768
4418.94574363051,3663.0307692307697
2483.6957399005087,4075.6615384615384
1361.052693995766,4005.430769230769
3499.7348877806467,3927.6769230769232
3135.79558201443,3811.138461538462
4086.0473583140865,3604.707692307692
1089.7049978200039,3041.369230769231
1368.9417973592429,2102.507692307692
3697.8252475481786,2853.707692307692
3115.886214908624,3229.0
4351.123542757044,3310.1230769230765
2357.7651767880748,3041.2
1439.8534848463244,2959.892307692308
3507.2281506923828,3092.861538461538
3103.2541274203436,3356.0615384615385
4411.666683000198,3608.3692307692304
2626.5549960792832,4063.0153846153853
1985.0597841965123,3979.0769230769233
3813.8683262793156,3926.5846153846155
3852.785791405872,3806.846153846154
4548.844335499388,3600.9692307692303
3283.9542541238725,3031.6769230769232
2993.1710989577987,2085.492307692308
3967.8269327721223,2843.2769230769236
3861.490388319663,3226.707692307692
3833.454896535461,3314.5230769230775
3094.000520296251,3060.2
2533.9028301329026,2968.2307692307695
3626.837477951979,3087.8153846153846
3244.4411851796895,3342.8153846153846
3514.5372596003026,3637.492307692308
2812.945419276998,4064.0769230769233
1493.695080573659,3982.6153846153843
3805.554791042983,3940.215384615384
3411.6408340497933,3919.538461538462
3472.2016420814407,3595.8153846153846
2789.3676640810363,3015.4461538461537
1256.1627760612625,2039.0923076923075
3844.0759736217155,2778.4307692307693
3673.3311466562773,3138.5538461538463
3602.0501555989595,3234.246153846154
3632.610526962102,2991.5692307692307
849.5650672398051,2898.2307692307695
3473.2551850152995,3023.123076923077
3520.380411451129,3347.7692307692314
3784.366404489811,3643.430769230769
3720.16067700231,4068.5538461538467
1094.2730244852012,3964.5538461538463
4086.1172648209977,3890.861538461538
3546.993257906332,3865.246153846154
3628.1398143260335,3558.1230769230774
3621.2403130911234,3022.476923076923
2112.4967073614716,2000.9076923076923
3905.176595222113,2735.246153846154
3766.4893954962154,3067.8153846153846
2991.6262889711347,3164.461538461538
3663.3644366842864,2959.353846153846
3716.691376290929,2831.569230769231
3667.444569973457,2975.107692307692
3576.2986695389113,3264.923076923077
4050.2310057034438,3549.676923076923
3696.588343074528,3998.292307692308
2632.572325383281,3884.5538461538463
3457.961142714726,3830.3230769230768
3507.7879811174416,3826.4461538461537
3977.685134581597,3472.5230769230775
3061.4832957817744,2951.830769230769
2587.066680795671,1995.0923076923075
3666.8967720602873,2702.169230769231
3649.643323617055,3053.4307692307693
4102.753311217719,3138.4461538461537
3171.422895602932,2950.6
1660.7495979973344,2809.707692307692
3503.437144643555,2953.6153846153843
3522.090583561815,3271.8615384615387
4418.94574363051,3544.953846153846
2483.6957399005087,3989.1384615384623
1329.7641263177027,3879.3846153846157
3468.4463201025833,3815.3846153846157
3104.5070143363664,3781.9076923076923
4049.7238583867547,3478.569230769231
1035.2197479290046,2932.492307692308
1049.2332720634097,1998.8615384615382
3697.8252475481763,2654.1538461538466
3115.8862149086235,3021.246153846154
4351.123542757044,3123.4
2357.7651767880748,2961.246153846154
1439.8534848463244,2850.9230769230767
3507.2281506923828,2975.138461538462
3103.2541274203436,3286.353846153846
4411.666683000198,3573.646153846154
2626.5549960792832,3984.8461538461547
1985.0597841965123,3869.353846153846
3813.8683262793156,3832.3384615384616
3852.785791405872,3779.753846153846
4548.8443354993915,3467.861538461538
3283.9542541238725,2946.3230769230768
2976.6370143848835,2019.2615384615383
3868.622425334632,2662.076923076923
3778.8199654550885,2997.9076923076923
3734.25038909797,3114.2
2994.7960128587606,2936.3846153846157
2473.540445587836,2847.338461538461
3625.331040371353,2978.6307692307696
3164.1408769211203,3286.969230769231
3452.668437474608,3542.461538461539
2798.3842769021808,3980.261538461539
1482.372497168464,3889.215384615384
3798.735525127252,3808.6769230769232
3279.8155147710195,3755.0153846153844
3427.688525720385,3478.3692307692313
2789.3676640810363,2944.7846153846153
849.3278616182886,2065.461538461538
3881.629138715012,2712.6
3702.0341605505464,3060.461538461538
3630.7531694932272,3187.953846153846
3675.3128000887045,2996.492307692308
566.376711493203,2888.584615384615
3622.9207642092533,3018.0615384615385
3394.605525851167,3275.0307692307692
3753.785645122264,3510.6153846153843
3784.3013783299352,3988.3846153846157
956.4967004993094,3906.8307692307694
4070.037731798702,3852.0153846153844
3552.689689058346,3812.0153846153844
3633.8362454780518,3517.307692307693
3629.7849598191483,2933.6
2411.924268007886,2102.538461538462
3905.176595222114,2748.338461538461
3766.4893954962163,3110.2923076923075
3101.2155346895147,3232.830769230769
3663.3644366842873,3066.292307692308
3716.691376290929,2927.123076923077
3667.444569973457,3036.5846153846155
3576.2986695389113,3342.0153846153844
4050.2310057034438,3581.5846153846155
3696.588343074528,4040.292307692308
2632.572325383281,3986.1846153846154
3469.2514697813035,3928.0307692307697
3770.64498990627,3875.0923076923077
3977.685134581597,3592.815384615385
3061.4832957817744,3006.3384615384616
2587.066680795671,2107.0
3666.8967720602873,2769.6307692307696
3649.643323617055,3106.876923076923
4102.753311217719,3254.953846153846
3191.101747041591,3083.046153846154
1660.7495979973344,2942.8
3552.756431796127,3042.169230769231
3522.0905835618187,3370.9076923076923
4418.945743630511,3599.8
2483.6957399005087,4056.461538461538
1447.09625511044,3999.538461538462
3656.177726170963,3956.6
3221.8391431291047,3926.753846153846
4247.974631379152,3590.3384615384616
2070.439495858008,3023.0923076923073
1368.9417973592429,2106.3846153846152
3697.8252475481786,2795.8
3115.886214908624,3137.8615384615387
4351.123542757044,3290.0923076923077
2357.7651767880748,3101.292307692308
1439.8534848463244,2948.2615384615387
3507.2281506923814,3040.630769230769
3103.254127420344,3388.8
4411.666683000198,3635.0153846153853
2626.5549960792832,4071.1230769230765
2346.0697879528693,4037.8307692307694
3798.990432665937,3965.061538461539
3872.4960326600685,3866.030769230769
4524.568671695096,3585.4307692307693
3369.31833670999,3019.8153846153846
3059.307437249459,2117.6000000000004
3934.758763626293,2801.9692307692308
3844.9563037467487,3163.9846153846156
3800.386727389631,3279.138461538462
3143.602774014996,3131.276923076923
2473.540445587836,2947.292307692308
3624.9422822860297,3035.107692307692
3163.752118835798,3396.4
3452.2796793892853,3656.569230769231
2783.823134527364,4080.030769230769
1424.9980662356747,4038.892307692308
3792.1753316314307,3975.538461538462
3246.624981815156,3880.7692307692305
3383.4344817792353,3568.0
2709.9086705656764,3041.646153846154
863.7496749426157,2141.538461538462
3839.7212043993945,2837.292307692308
3629.766742249938,3188.9846153846156
3554.130981970581,3300.0615384615385
3567.0259835708125,3141.538461538462
566.3767114932036,2975.4307692307693
3549.771816193296,3053.5538461538463
3321.4565778352044,3405.3846153846157
3633.8095505731676,3688.138461538462
3549.118806795311,4086.461538461538
1094.2730244852014,3840.6307692307696
4150.021049555934,3984.3846153846157
3542.0088806483195,3866.8153846153846
3560.8574664901585,3567.153846153846
3609.8321096572613,3069.3230769230768
2411.924268007886,2140.0307692307692
3905.176595222114,2826.8307692307694
3766.4893954962163,3197.8769230769235
2991.6262889711347,3319.3076923076924
3663.3644366842873,3149.984615384615
3716.691376290929,2999.0769230769233
3667.444569973457,3086.1846153846154
3607.68574340586,3427.4
4050.2310057034438,3702.292307692308
3696.588343074528,4066.753846153846
2638.217488916569,3818.2307692307695
3508.767614514318,3986.2
3810.1611346392856,3898.8307692307694
4017.2012793146127,3599.8769230769235
3160.492219444945,3083.830769230769
2587.066680795671,2166.6923076923076
3753.7155911297104,2825.523076923077
3649.643323617055,3210.3076923076924
4102.753311217719,3337.7692307692305
3191.101747041591,3172.123076923077
1611.430310844777,2995.2
3602.075718948684,3105.476923076923
3633.548268296986,3425.138461538461
4509.690629171474,3701.569230769231
3091.59015964648,3973.507692307692
1447.09625511044,3806.3076923076924
3689.16516110328,4023.138461538461
3222.0176226616104,3903.323076923077
4248.153110911656,3631.353846153846
2070.439495858008,3089.4461538461537
1368.9417973592429,2187.6153846153843
3697.8252475481786,2847.6461538461535
3115.886214908624,3213.2153846153847
4351.123542757044,3331.507692307692
2357.7651767880757,3176.2615384615383
1809.822832941089,3004.7846153846153
3508.414138592187,3130.169230769231
3103.254127420344,3414.707692307692
4411.666683000198,3624.292307692308
2626.5549960792832,3987.2307692307695
2346.0697879528693,3797.3384615384616
3798.990432665937,3998.646153846154
3872.4960326600685,3984.9230769230767
4524.568671695096,3647.2307692307695
3283.9542541238725,3102.538461538462
2910.500676093223,2187.953846153846
3703.2815796054806,2839.4
3596.9450351530213,3220.276923076923
3568.9095433688185,3354.5230769230766
2796.386997983778,3170.507692307692
2433.2988558911256,3014.3846153846152
3532.7745150744945,3138.646153846154
3121.2751701484813,3380.953846153846
3409.802730701968,3610.153846153846
2475.921329610412,3998.969230769231
1242.7060140863864,3799.2307692307686
3794.852413303819,3998.5692307692307
3271.4290854581177,3981.7384615384617
3397.17507443691,3650.138461538462
2710.9449602453105,3108.1230769230774
880.3488728781025,2192.184615384615
3793.4585008614613,2838.2153846153847
3546.061091331512,3226.076923076923
3466.070561829828,3365.4769230769225
3429.4945556972134,3184.0923076923073
566.3767114932043,3000.8769230769235
3509.3473975528987,3152.723076923077
3281.032159194803,3376.3692307692313
3540.156787251168,3606.046153846154
3420.8374041400616,3995.1846153846154
957.9208082873138,3979.6307692307687
4058.644869494674,4020.153846153846
3418.523485722971,4011.5692307692307
3501.4230526181277,3640.6307692307696
3607.6959479752527,3116.0615384615385
2411.924268007886,2215.5384615384614
3905.176595222114,2869.015384615385
3766.4893954962163,3222.9538461538464
3293.8180255400375,3379.4461538461537
3663.3644366842873,3180.107692307692
3716.691376290929,3003.2923076923075
3667.444569973457,3154.492307692308
3576.2986695389113,3358.492307692308
4050.2310057034438,3587.9076923076923
3696.588343074528,4031.8769230769235
2638.217488916569,4004.646153846154
3497.477287447741,4006.2
3810.1611346392856,3983.107692307692
4017.2012793146127,3617.1538461538466
3160.492219444945,3099.0615384615385
2587.066680795671,2210.9384615384615
3666.8967720602873,2902.3846153846157
3649.643323617055,3226.661538461539
4102.753311217719,3365.861538461538
3191.101747041591,3171.707692307692
1611.430310844777,3007.1384615384613
3651.3950061012415,3156.3846153846157
3682.867555449543,3356.507692307692
4559.009916324031,3585.6153846153843
3190.228733951594,4117.323076923078
1423.6298293518926,3964.0153846153844
3679.6441519295104,3958.6923076923076
3245.3055688876525,3983.6923076923076
4275.217256324652,3623.169230769231
2124.9247457490087,3108.246153846154
1368.9417973592429,2197.8461538461534
3697.8252475481786,2910.6769230769232
3115.886214908624,3237.784615384616
4351.123542757045,3359.6615384615384
2357.7651767880757,3158.2615384615383
1829.9005768935663,3002.5230769230775
3528.4918825446643,3154.753846153846
3123.3318713728218,3370.6923076923076
4431.744426952676,3668.753846153846
3293.2326170753404,4116.861538461539
2346.0697879528693,3972.9846153846156
3798.990432665937,3980.4769230769234
3872.4960326600685,3985.5846153846155
4524.568671695099,3647.923076923077
3369.31833670999,3101.5538461538463
2910.500676093223,2196.8769230769226
3703.2815796054806,2936.753846153846
3596.9450351530213,3249.4
3517.2559812089867,3370.861538461538
2796.386997983778,3181.476923076923
2473.540445587836,3003.1846153846154
3576.3691432571122,3163.507692307692
3243.6636690090436,3388.138461538462
3513.759743429656,3684.5846153846155
2798.3842769021808,4114.892307692307
1463.6388744121357,3973.3692307692313
3867.4512172933464,3982.107692307692
3388.2819333887946,4007.5230769230775
3547.2184553234492,3652.153846153846
3230.9543177271794,3101.1384615384613
1189.483732069096,2199.9692307692303
3860.830643857486,2940.8153846153846
3679.7090048766368,3246.3846153846157
3597.54109076351,3361.8
3639.5360348995064,3173.123076923077
566.3767114932032,3003.676923076923
3542.071926928459,3139.507692307692
3170.657052124517,3393.246153846154
3572.8813166267355,3676.5692307692307
3527.7385730194364,4119.815384615385
1095.6971322732047,3991.0923076923077
4147.88488787393,3959.646153846154
3539.1606650723115,3981.5846153846155
3558.0092509141487,3679.892307692308
3605.5597862932477,3104.6769230769232
2399.380668150041,2194.9692307692303
3917.720195079961,2952.0307692307692
3824.9928005891898,3257.5846153846155
4270.494731589964,3357.753846153846
3877.537892860378,3176.3846153846157
3716.691376290929,3001.215384615384
3667.444569973457,3137.292307692308
3576.2986695389113,3397.9846153846156
4050.2310057034438,3700.353846153846
3696.588343074528,4106.538461538462
2638.217488916569,3981.9076923076923
3497.477287447741,3986.4461538461537
3810.1611346392856,3997.7230769230764
4017.2012793146127,3546.9384615384615
