Rho,Loss,Total Travel Time,Total Emission,Total Revenue,Total Utility Cost,Toll 0,Toll 1,Toll 2,Toll 3,Toll 4
0.75,8.677051504279042e-05,304450.62021950755,185214.7865675793,4710.934485582254,315809.0696192123,0.0,1.0,0.0,3.0,5.0
0.25,0.007278687609035561,3718061.9521228564,3714344.9789876696,393.64284468355953,4874405.250455163,0.0,1.0,0.0,4.0,0.0
0.5,0.0072798817004785295,3713256.504372377,3707678.532186237,1035.233473241424,4582325.957430183,0.0,1.0,0.0,4.0,0.0
0.75,0.00042230974343059323,3714026.845265737,3706984.7277865787,3532.496321411639,4420073.882588667,0.0,1.0,0.0,4.0,0.0
0.25,0.001912481668436308,2639004.1888876716,2424601.6161620216,173.86217690628894,3227957.320394625,0.0,1.0,0.0,4.0,1.0
0.5,0.00467710151990208,1775583.1197916674,1473440.806230357,2922.5739095422928,2126143.3286231034,0.0,1.0,0.0,4.0,1.0
0.75,0.004985012586662929,1300378.1370992276,993641.6982352585,9809.599805338921,1541794.5544722576,0.0,1.0,0.0,4.0,1.0
0.25,0.0042288310764141065,1551362.3628414369,1247177.639104136,173.86217690628894,1860477.3908306947,0.0,1.0,0.0,4.0,2.0
0.5,0.0007856641745732216,680636.8767579494,450622.0215039787,4999.066787453276,777911.7419648763,0.0,1.0,0.0,4.0,2.0
0.75,5.185726582536781e-05,565032.2973788887,360721.3641830452,8927.95064377211,637694.1017946334,0.0,1.0,0.0,4.0,2.0
0.25,0.0023326314769104195,1238401.3844978719,950830.824693883,364.66581519917816,1496456.292682309,0.0,1.0,0.0,4.0,3.0
0.5,0.0007435992725265727,493931.1109053653,309400.75625290547,3054.557534979818,548965.8902745742,0.0,1.0,0.0,4.0,3.0
0.75,0.004966415899797569,397332.8085794855,244227.03363202582,7539.300156419462,429019.7270219465,0.0,1.0,0.0,4.0,3.0
0.25,0.0037121214356446637,926154.5587260051,665210.6709568884,364.6658151991782,1102821.9143242368,0.0,1.0,0.0,4.0,4.0
0.5,0.004561931775116698,422691.5519104747,259823.91768611147,1081.1519641124064,461442.003583981,0.0,1.0,0.0,4.0,4.0
0.75,6.441562833683577e-05,327936.3478179448,199473.49335500732,5836.932839553789,344747.6083654248,0.0,1.0,0.0,4.0,4.0
0.25,0.0029228799912797707,921008.2056925802,660947.3328986275,173.862176906289,1096779.4991618367,0.0,1.0,0.0,4.0,5.0
0.5,0.004561353500357303,422698.88848894474,259856.6765765589,1081.1519641124064,461417.93739519775,0.0,1.0,0.0,4.0,5.0
0.75,7.174290944996733e-05,304700.2913629337,186049.3688361117,5090.037154213333,315042.56913860963,0.0,1.0,0.0,4.0,5.0
0.25,0.007278687609035561,3718061.9521228564,3714344.9789876696,393.6428446835594,4874405.250455163,0.0,1.0,0.0,5.0,0.0
0.5,0.007279891611270965,3713733.8755930685,3708157.8335695243,985.5629251278219,4582604.514716275,0.0,1.0,0.0,5.0,0.0
0.75,0.0003330766202641586,3713120.8153371424,3706000.995691795,2866.518360624748,4470579.871297062,0.0,1.0,0.0,5.0,0.0
0.25,0.001912481668436308,2639004.1888876716,2424601.6161620216,173.8621769062888,3227957.320394625,0.0,1.0,0.0,5.0,1.0
0.5,0.004677229974591306,1776002.965174486,1473857.8528391721,2872.903361428691,2126401.472242764,0.0,1.0,0.0,5.0,1.0
0.75,5.250454275435812e-05,1279728.461400585,973749.4975667656,9373.981434716983,1516175.547989294,0.0,1.0,0.0,5.0,1.0
0.25,0.0042288310764141065,1551362.3628414369,1247177.639104136,173.8621769062888,1860477.3908306947,0.0,1.0,0.0,5.0,2.0
0.5,0.000767701973149713,681150.0588531329,451097.2609387775,4744.620811147734,778289.8563963275,0.0,1.0,0.0,5.0,2.0
0.75,3.735477694338907e-05,566490.4222695997,361765.1841789977,8547.242323396928,639150.3078058329,0.0,1.0,0.0,5.0,2.0
0.25,0.0023326314769104195,1238401.3844978719,950830.824693883,364.665815199178,1496456.292682309,0.0,1.0,0.0,5.0,3.0
0.5,0.0007256532836579634,494377.85795549233,309839.4056085018,2800.111558674277,549232.0210739705,0.0,1.0,0.0,5.0,3.0
0.75,4.9991774384213976e-05,396585.0486099423,243985.62599228008,7279.978708139706,427399.438921439,0.0,1.0,0.0,5.0,3.0
0.25,0.0037121214356446637,926154.5587260051,665210.6709568884,364.665815199178,1102821.9143242368,0.0,1.0,0.0,5.0,4.0
0.5,0.004560605263069792,423110.9120337797,260233.56957720098,1081.1519641123987,461699.7321885092,0.0,1.0,0.0,5.0,4.0
0.75,5.303146016943054e-05,327901.1100207621,200622.86203291678,5965.116471789659,342470.5206533947,0.0,1.0,0.0,5.0,4.0
0.25,0.0029228799912797707,921008.2056925802,660947.3328986275,173.8621769062888,1096779.4991618367,0.0,1.0,0.0,5.0,5.0
0.5,0.004560039688161625,423115.28886189056,260263.18169103662,1081.1519641123987,461674.611723048,0.0,1.0,0.0,5.0,5.0
0.75,4.00039458301942e-05,304329.86796709686,186437.3933992856,4709.328833838151,313341.7109922715,0.0,1.0,0.0,5.0,5.0
0.25,0.0012449657067895132,3703653.916826289,3697395.691736783,1143.0015707647558,4485439.1910893535,0.0,1.0,1.0,0.0,0.0
0.5,0.00311394976706098,3700917.074671143,3692763.1735701296,1810.4841090191603,4548275.149437481,0.0,1.0,1.0,0.0,0.0
0.75,0.0030604235930384136,3705116.6613764334,3696348.455526842,2679.188533178419,4840337.683619231,0.0,1.0,1.0,0.0,0.0
0.25,0.004427656453406619,2620158.188034943,2378247.2151611233,8523.622674267082,3325411.913654429,0.0,1.0,1.0,0.0,1.0
0.5,0.00243567101674553,1773443.169099678,1459016.6485757416,8627.303209663676,2154515.298882144,0.0,1.0,1.0,0.0,1.0
0.75,0.004524984197638965,1395062.3355347347,1082465.3550049686,10294.693999826402,1665465.6914827197,0.0,1.0,1.0,0.0,1.0
0.25,0.0015974384812815327,1541248.9599366018,1235355.223492793,780.1735215837942,1857015.0197383245,0.0,1.0,1.0,0.0,2.0
0.5,0.003559699439738478,671926.3749222659,439067.23771664547,4441.912424482277,773614.7460389467,0.0,1.0,1.0,0.0,2.0
0.75,0.0003343231195479645,554232.6618460454,347987.61906191293,8594.796859096256,630561.1748113845,0.0,1.0,1.0,0.0,2.0
0.25,0.0036058125461810044,1222838.0412176137,919187.3353132495,4939.1878927932285,1460717.4865941883,0.0,1.0,1.0,0.0,3.0
0.5,0.0035579523119533924,484770.7214216755,297428.4805680219,3149.5182356610417,544260.214113339,0.0,1.0,1.0,0.0,3.0
0.75,0.0003236165150848796,389467.5773039462,233481.48115441162,6855.144365774456,425407.4642768564,0.0,1.0,1.0,0.0,3.0
0.25,0.004006449638693861,916258.0402382683,653340.2256270972,1143.0015707647558,1098228.01386328,0.0,1.0,1.0,0.0,4.0
0.5,0.0015772970897561882,413382.450453201,247181.69846347198,1827.425570405761,457017.6926954454,0.0,1.0,1.0,0.0,4.0
0.75,0.004613118270683433,319698.75953875587,188643.95174214547,5077.600350065897,340154.3486616408,0.0,1.0,1.0,0.0,4.0
0.25,0.0012629832094672847,910029.5842224846,636136.6729865121,1143.0015707647558,1071182.1439313644,0.0,1.0,1.0,0.0,5.0
0.5,0.001581245505235375,413324.92648144916,247152.5011382482,1827.425570405761,456933.71013449726,0.0,1.0,1.0,0.0,5.0
0.75,0.00028398208751315585,295003.5326961385,173713.2849101091,4095.842897279668,309583.67201396415,0.0,1.0,1.0,0.0,5.0
0.25,0.0032591888420755795,3712199.372929307,3705927.3327864283,1540.365955673518,4950099.099072893,0.0,1.0,1.0,1.0,0.0
0.5,0.0018475241309692612,3702910.3209769744,3694787.9984732983,3009.4737375920854,4538158.1732248245,0.0,1.0,1.0,1.0,0.0
0.75,0.00042473151093000465,3702869.5310724783,3694142.353389891,5032.150993345417,4519199.620723386,0.0,1.0,1.0,1.0,0.0
0.25,0.0037915541915219965,2609151.1557332324,2368396.4811831415,8920.987059175843,3279235.694968904,0.0,1.0,1.0,1.0,1.0
0.5,0.0030446489891127943,1812352.049994148,1505269.8324192183,10245.209693672503,2170342.549416332,0.0,1.0,1.0,1.0,1.0
0.75,0.0002526239409980988,1304434.6757320957,998647.4924618122,11654.371656460225,1539607.99111227,0.0,1.0,1.0,1.0,1.0
0.25,0.001344615787534546,1542071.5905044647,1236337.3056223302,1540.365955673518,1857989.7004598167,0.0,1.0,1.0,1.0,2.0
0.5,0.0005288214902592275,669949.5970209005,437536.1934943596,6209.113050912548,770539.1536018561,0.0,1.0,1.0,1.0,2.0
0.75,7.366818025888245e-05,556158.5444790684,350104.1993541904,10712.874956117596,632180.1621981751,0.0,1.0,1.0,1.0,2.0
0.25,0.0031854481925238302,1205982.0091759549,916908.7563204458,1540.365955673518,1461003.1054973986,0.0,1.0,1.0,1.0,3.0
0.5,0.0005278251915816007,480558.56172206486,294919.6797034154,4662.984446592926,537917.7464537275,0.0,1.0,1.0,1.0,3.0
0.75,7.977317113120194e-05,389597.4642936875,234339.47155727842,9191.16536455485,424968.06519869727,0.0,1.0,1.0,1.0,3.0
0.25,0.0010615632238699776,901748.7168780981,628954.6171567217,1540.365955673518,1061355.1337094433,0.0,1.0,1.0,1.0,4.0
0.5,0.0005308823732066551,409447.81489183294,245378.57255811765,3227.4166393511405,450696.56373854465,0.0,1.0,1.0,1.0,4.0
0.75,0.00015578010336413927,320248.2895635494,189695.26700612617,6832.633047405577,340459.1624976083,0.0,1.0,1.0,1.0,4.0
0.25,0.002521524939600523,896662.3637070594,623858.4712322634,1540.365955673518,1056588.3396256883,0.0,1.0,1.0,1.0,5.0
0.5,0.0005312468427960658,409440.54594178323,245344.26002658915,3227.4166393511405,450731.81256705825,0.0,1.0,1.0,1.0,5.0
0.75,7.72507439316012e-05,296655.50590670557,175839.4641951348,6589.691826147114,310608.1017875636,0.0,1.0,1.0,1.0,5.0
0.25,0.003258262231773002,3713363.979397521,3707050.611436968,1267.177941048746,4950748.910104719,0.0,1.0,1.0,2.0,0.0
0.5,0.003756756488434402,3706419.11645112,3697906.746786124,2558.5889485918724,4587553.083433625,0.0,1.0,1.0,2.0,0.0
0.75,0.004712020091638224,3706531.6966303126,3697020.599696648,4715.504071582241,4447260.456776768,0.0,1.0,1.0,2.0,0.0
0.25,0.003790561097263535,2610306.0979949445,2369510.0947641735,8647.799044551071,3279881.0301673575,0.0,1.0,1.0,2.0,1.0
0.5,0.0030832346077209055,1803196.971928972,1489562.2843053925,9392.34951062299,2187544.3161119847,0.0,1.0,1.0,2.0,1.0
0.75,0.0001565738603376527,1306206.2626171166,999700.0384585513,12441.291064996383,1540153.0761105306,0.0,1.0,1.0,2.0,1.0
0.25,0.0013442411523318376,1543322.9780944078,1237547.3676341148,1267.177941048746,1858676.5262327725,0.0,1.0,1.0,2.0,2.0
0.5,0.0004323745097932709,666496.3974632744,435299.75032931234,5206.958725441588,764190.8656355538,0.0,1.0,1.0,2.0,2.0
0.75,5.1841013673765205e-05,558978.4660205691,352112.3962045083,10741.393924266236,634182.7220294576,0.0,1.0,1.0,2.0,2.0
0.25,0.003184879477644924,1207196.7011849924,918082.1215726449,1267.177941048746,1461673.989874641,0.0,1.0,1.0,2.0,3.0
0.5,0.0004325461570612587,479295.65338084404,294232.6794090881,4004.7197096965374,534946.4946984358,0.0,1.0,1.0,2.0,3.0
0.75,5.889401054169933e-05,391385.1343443234,235604.9033550388,9352.743436913594,425774.1509362807,0.0,1.0,1.0,2.0,3.0
0.25,0.0010614866132404451,903082.5622465373,630247.1381516292,1267.177941048746,1062076.4843187574,0.0,1.0,1.0,2.0,4.0
0.5,0.0004479446462493522,408598.8638739674,245181.84451577865,2938.3584591594354,448175.4433280374,0.0,1.0,1.0,2.0,4.0
0.75,0.0047901877832275536,322058.3646469523,191180.72376381417,7401.60955418268,341006.69837172114,0.0,1.0,1.0,2.0,4.0
0.25,0.0025214411043773663,897992.219645326,625147.0023157843,1267.177941048746,1057307.8412959594,0.0,1.0,1.0,2.0,5.0
0.5,0.0004323442488959874,408647.36645614356,245269.79347150732,2575.530409978473,448139.2620898941,0.0,1.0,1.0,2.0,5.0
0.75,5.97973185952156e-05,298856.04352876695,177666.35089478298,6400.2678925367,311549.36207910813,0.0,1.0,1.0,2.0,5.0
0.25,0.0032582921358563642,3713679.297772438,3707372.4654845856,1180.2544818499523,4950900.9530030545,0.0,1.0,1.0,3.0,0.0
0.5,0.003764495006828657,3707393.7387442384,3698748.113266859,2183.0132198711403,4588112.980018805,0.0,1.0,1.0,3.0,0.0
0.75,0.002765296408502811,3713225.228370905,3703129.6831597015,4021.390550438043,4925184.665421775,0.0,1.0,1.0,3.0,0.0
0.25,0.0037905967503746893,2610624.5686186836,2369835.69901307,8560.875585352278,3280034.255344361,0.0,1.0,1.0,3.0,1.0
0.5,0.0030885626719598823,1804173.7175095112,1490405.975118097,9207.6082641314,2188104.4246611227,0.0,1.0,1.0,3.0,1.0
0.75,0.0006367971493307135,1305237.624010673,1001340.3444213244,5935.87025020508,1590125.6516538437,0.0,1.0,1.0,3.0,1.0
0.25,0.0013442411532716475,1543599.6366993147,1237824.082136477,1180.2544818499523,1858813.06092599,0.0,1.0,1.0,3.0,2.0
0.5,0.0004341120462746289,667174.8988156395,435822.0126548418,5022.217478950002,764658.7052875041,0.0,1.0,1.0,3.0,2.0
0.75,5.400579508671151e-05,559926.8855074476,352470.41213006433,9892.948995439367,635057.8624548675,0.0,1.0,1.0,3.0,2.0
0.25,0.00318487947893249,1207471.038366305,918356.5249092685,1180.2544818499523,1461808.8830599268,0.0,1.0,1.0,3.0,3.0
0.5,0.000434301652338749,479977.79108916793,294758.83534870227,3819.9784632049495,535415.4412173104,0.0,1.0,1.0,3.0,3.0
0.75,5.397199995225913e-05,392184.40900650993,235940.9623959747,8589.182305635675,426347.84726780414,0.0,1.0,1.0,3.0,3.0
0.25,0.0010614866138585624,903363.759818885,630528.3761548836,1180.2544818499523,1062216.2167400573,0.0,1.0,1.0,3.0,4.0
0.5,0.00044970563932385905,409282.2430434247,245709.31977369642,2753.617212667846,448644.759977048,0.0,1.0,1.0,3.0,4.0
0.75,6.803393721526443e-05,322937.12834583526,191389.80553577992,6580.27304488572,342005.9386440935,0.0,1.0,1.0,3.0,4.0
0.25,0.002521441104991248,898273.0896263063,625427.9131156416,1180.2544818499523,1057447.3437252815,0.0,1.0,1.0,3.0,5.0
0.5,0.00043409998080454974,409329.5518679732,245796.00049030938,2390.789163486885,448608.2231296442,0.0,1.0,1.0,3.0,5.0
0.75,6.604475100870761e-05,299833.6431892347,178042.92115809766,5578.931383239742,312462.7269002642,0.0,1.0,1.0,3.0,5.0
0.25,0.003258262234481173,3713921.509255162,3707649.457329154,1143.0015707647563,4951011.0983046675,0.0,1.0,1.0,4.0,0.0
0.5,0.0037573664552857187,3708403.915531242,3699825.188877257,2307.189590155119,4588601.898045576,0.0,1.0,1.0,4.0,0.0
0.75,0.004911638425829509,3708047.053900186,3697980.823619048,4554.824626751796,4463097.119897839,0.0,1.0,1.0,4.0,0.0
0.25,0.003790561099963866,2610862.0464503397,2370107.360198005,8523.622674267082,3280142.09803125,0.0,1.0,1.0,4.0,1.0
0.5,0.0030852009774748825,1805216.256942676,1491517.4578825005,9140.950152186233,2188605.342154756,0.0,1.0,1.0,4.0,1.0
0.75,0.00014837897440076988,1261974.4866105048,956363.2921817957,12189.891706559649,1488424.3364134952,0.0,1.0,1.0,4.0,1.0
0.25,0.0013442411550897235,1543891.1104443888,1238156.8131036502,1143.0015707647563,1858946.2009874955,0.0,1.0,1.0,4.0,2.0
0.5,0.0004385246355092353,668222.3777797549,436938.80459744006,4955.559367004835,765160.8276148547,0.0,1.0,1.0,4.0,2.0
0.75,5.118850635514114e-05,561309.7865084872,353576.3667115668,10017.605687764919,636483.089441841,0.0,1.0,1.0,4.0,2.0
0.25,0.0031848794804060867,1207760.0007754401,918686.7357514806,1143.0015707647563,1461940.250660718,0.0,1.0,1.0,4.0,3.0
0.5,0.00043869915587813816,481021.20799328526,295871.28673000133,3753.3203512597847,535916.2866835627,0.0,1.0,1.0,4.0,3.0
0.75,5.1076472462670214e-05,391792.61276826245,236100.73862254008,8495.896096202176,425092.27728915185,0.0,1.0,1.0,4.0,3.0
0.25,0.0010614866159499138,903660.0951877291,630865.9823766677,1143.0015707647563,1062352.7892728522,0.0,1.0,1.0,4.0,4.0
0.5,0.0004541199217711691,410322.0160819951,246817.87947239203,2686.9591007226813,449144.44591214135,0.0,1.0,1.0,4.0,4.0
0.75,3.869284048600421e-05,322890.337975894,192429.20571249214,7368.153097504996,340179.0531687765,0.0,1.0,1.0,4.0,4.0
0.25,0.0025214411070825517,898569.0839179001,625765.1783186625,1143.0015707647563,1057583.6736778042,0.0,1.0,1.0,4.0,5.0
0.5,0.00043850676704295635,410371.76414032746,246907.1715156806,2324.1310515417194,449108.641647507,0.0,1.0,1.0,4.0,5.0
0.75,5.075115227489631e-05,299279.9385478547,178197.2247858381,5894.422557794439,311018.42166310677,0.0,1.0,1.0,4.0,5.0
0.25,0.003258262234481173,3713921.509255162,3707649.457329154,1143.0015707647563,4951011.0983046675,0.0,1.0,1.0,5.0,0.0
0.5,0.0037562983811770243,3708838.29425366,3700252.8253995012,2307.1895901551115,4588865.019155456,0.0,1.0,1.0,5.0,0.0
0.75,0.00031988728990916767,3709201.5849376805,3699062.092917654,4210.619380923088,4539226.387475189,0.0,1.0,1.0,5.0,0.0
0.25,0.003790561099963866,2610862.0464503397,2370107.360198005,8523.622674267082,3280142.09803125,0.0,1.0,1.0,5.0,1.0
0.5,0.0030831762383446,1805632.8638180057,1491922.2647824262,9140.95015218623,2188861.965070812,0.0,1.0,1.0,5.0,1.0
0.75,4.401897275505065e-05,1275030.4610605545,966161.1534551278,10463.636478709797,1512836.9310477402,0.0,1.0,1.0,5.0,1.0
0.25,0.0013442411550897235,1543891.1104443888,1238156.8131036502,1143.0015707647563,1858946.2009874955,0.0,1.0,1.0,5.0,2.0
0.5,0.0004323745095944683,669071.6549515419,437797.5094984149,4955.559367004825,765564.2867794752,0.0,1.0,1.0,5.0,2.0
0.75,1.63085487812702e-05,562004.5702211488,354670.2169367566,10109.28624545432,635856.2599083704,0.0,1.0,1.0,5.0,2.0
0.25,0.0031848794804060867,1207760.0007754401,918686.7357514806,1143.0015707647563,1461940.250660718,0.0,1.0,1.0,5.0,3.0
0.5,0.0004325461568721234,481870.7956393447,296730.32400351635,3753.320351259778,536319.8658607269,0.0,1.0,1.0,5.0,3.0
0.75,1.5862426181989108e-05,391377.67979027383,236099.4054432637,8720.635758101675,423838.7291243764,0.0,1.0,1.0,5.0,3.0
0.25,0.0010614866159499138,903660.0951877291,630865.9823766677,1143.0015707647563,1062352.7892728522,0.0,1.0,1.0,5.0,4.0
0.5,0.0004479446460597465,411174.44854445534,247679.93056857513,2686.9591007226736,449549.0040284588,0.0,1.0,1.0,5.0,4.0
0.75,3.422235902181033e-05,322794.44227866706,192945.6929552331,6769.501875370761,338858.19050597213,0.0,1.0,1.0,5.0,4.0
0.25,0.0025214411070825517,898569.0839179001,625765.1783186625,1143.0015707647563,1057583.6736778042,0.0,1.0,1.0,5.0,5.0
0.5,0.0004323442487063818,411222.5064664309,247767.43578790844,2324.131051541712,449512.63234169676,0.0,1.0,1.0,5.0,5.0
0.75,2.0556370087692277e-05,299291.6300927403,178830.7939211381,6163.515254430636,309781.7154917421,0.0,1.0,1.0,5.0,5.0
0.25,0.0013004398121800914,3703304.7230442925,3696427.6802489036,1056.734874774692,4461998.78553658,0.0,1.0,2.0,0.0,0.0
0.5,0.004837138734531341,3700827.009608096,3691515.084438783,2165.4815564507967,4588292.727715333,0.0,1.0,2.0,0.0,0.0
0.75,0.004650615605329217,3698845.004174665,3688284.231497215,2813.43388094702,4462673.449281723,0.0,1.0,2.0,0.0,0.0
0.25,0.0022945133501310255,2616949.9930465096,2376059.884114823,8437.355978277017,3300671.3390226425,0.0,1.0,2.0,0.0,1.0
0.5,0.0021475318472171973,1822090.1369908468,1513380.8186173434,9546.102659953121,2190155.97835568,0.0,1.0,2.0,0.0,1.0
0.75,0.00043498095004383994,1347284.1548207095,1037007.6750205377,10318.604599704136,1597048.949039566,0.0,1.0,2.0,0.0,1.0
0.25,0.005472270178765408,1542656.8279100137,1233937.9954383173,1166.0811075101603,1852247.0564476263,0.0,1.0,2.0,0.0,2.0
0.5,0.0020081028579954697,667311.558167529,434921.3201513901,4314.134931150837,768644.9776144436,0.0,1.0,2.0,0.0,2.0
0.75,0.00030538240857465483,552334.1739451922,344014.1213426426,8618.707458973993,630125.0623957384,0.0,1.0,2.0,0.0,2.0
0.25,0.002924818914705561,1202846.8771831736,906751.2060446732,1468.235488327353,1425030.5816323615,0.0,1.0,2.0,0.0,3.0
0.5,0.0019716257440242834,479643.7029004586,292163.86941042636,3487.574221706076,538867.897213229,0.0,1.0,2.0,0.0,3.0
0.75,0.00032079149108936607,386602.3909501771,228941.15409229702,7096.997867411248,423601.07975579455,0.0,1.0,2.0,0.0,3.0
0.25,0.0014228017152372549,907210.2506685882,632737.7186104017,1048.6988735168459,1069719.5737411387,0.0,1.0,2.0,0.0,4.0
0.5,0.001974390148899978,408358.0779134561,242341.96597194084,2165.4815564507967,451532.01431920426,0.0,1.0,2.0,0.0,4.0
0.75,0.00031987364623969195,316511.7022005575,183866.51437904764,5496.865990649488,338066.83080822363,0.0,1.0,2.0,0.0,4.0
0.25,0.00148747792778902,901148.8607369533,633253.4926015417,1166.081107510161,1048947.2177965757,0.0,1.0,2.0,0.0,5.0
0.5,0.0019744154196840516,408358.4674566897,242343.43114899428,2165.4815564507967,451527.08479846385,0.0,1.0,2.0,0.0,5.0
0.75,0.004718303641590503,292639.54548601335,169855.20419104138,4213.146783661671,307791.9706186214,0.0,1.0,2.0,0.0,5.0
0.25,0.0010955670525261182,3706645.4871812295,3699780.610548705,1354.758163456264,4407591.389959791,0.0,1.0,2.0,1.0,0.0
0.5,0.0017309680392484136,3702140.818295115,3692811.6400319617,3202.644576215214,4514779.544360514,0.0,1.0,2.0,1.0,0.0
0.75,0.00040950395242515266,3702835.076948372,3692203.514782895,5056.061593223156,4413737.956337623,0.0,1.0,2.0,1.0,0.0
0.25,0.0036542955764924043,2565547.663654073,2317525.7272727923,8956.990056678922,3225745.9048561887,0.0,1.0,2.0,1.0,1.0
0.5,0.0008023757207557401,1810478.5303566162,1495919.9092809514,9455.661674001918,2200055.6266456833,0.0,1.0,2.0,1.0,1.0
0.75,9.700188419594216e-05,1321089.4435674336,1008958.2707559693,11309.078691009863,1575329.8543252388,0.0,1.0,2.0,1.0,1.0
0.25,0.0014178726351621763,1542701.44790548,1234892.7801773841,1563.4454924189226,1854424.3590079506,0.0,1.0,2.0,1.0,2.0
0.5,0.0004082104698135055,661357.0666587878,429258.35796780535,6116.303574190262,760572.1770062775,0.0,1.0,2.0,1.0,2.0
0.75,8.065214670973545e-05,554610.7236330142,346303.27868960047,10736.785555995337,632175.353432729,0.0,1.0,2.0,1.0,2.0
0.25,0.0030758313491332954,1181324.6777153192,893565.3519261202,1576.3689531766004,1431775.0025194224,0.0,1.0,2.0,1.0,3.0
0.5,0.00040823845096234137,474565.88977197534,288888.24728814233,4631.83387593328,531449.6313955507,0.0,1.0,2.0,1.0,3.0
0.75,8.549229067057322e-05,387032.32786540035,230092.13888136132,9348.135068642692,423226.11521872884,0.0,1.0,2.0,1.0,3.0
0.25,0.0024235484636414514,891835.1686437115,619089.4617330197,1605.345982660982,1051319.7123008631,0.0,1.0,2.0,1.0,4.0
0.5,0.0004107809219288394,403884.1238904379,239830.25907053135,3251.1911224881496,444781.0352389301,0.0,1.0,2.0,1.0,4.0
0.75,0.00460166073051677,317434.20539960486,185423.61213351937,7312.982333469244,338268.9046286316,0.0,1.0,2.0,1.0,4.0
0.25,0.0011375907813753166,885922.5096396379,614826.7649747387,1576.3689531766004,1041777.841540215,0.0,1.0,2.0,1.0,5.0
0.5,0.00041006256914048793,403906.6964809621,239884.31961335946,3202.644576215214,444754.4032268763,0.0,1.0,2.0,1.0,5.0
0.75,8.448327261481413e-05,294273.64739337796,171920.9266813561,6613.602426024857,308851.53448697814,0.0,1.0,2.0,1.0,5.0
0.25,0.0010929191308174913,3707912.41927268,3701008.253006298,1180.911245058682,4408285.437502913,0.0,1.0,2.0,2.0,0.0
0.5,0.0016260478761648983,3704622.711122272,3694789.436954562,2913.5863960235083,4538928.942715784,0.0,1.0,2.0,2.0,0.0
0.75,0.002777723798504497,3711083.264031543,3699638.658255862,5084.580561371797,4948891.508046767,0.0,1.0,2.0,2.0,0.0
0.25,0.0036540364915479055,2566810.191868457,2318745.1062765834,8683.80204205415,3226434.512026554,0.0,1.0,2.0,2.0,1.0
0.5,0.0030538931035942046,1810508.07832082,1503505.2359379136,5500.914976526954,2167171.1635742635,0.0,1.0,2.0,2.0,1.0
0.75,0.00020701703508087678,1260741.0160972674,954206.9847054066,8562.70092437071,1500490.2904836154,0.0,1.0,2.0,2.0,1.0
0.25,0.0014179006368207593,1544062.335231928,1236211.5321051606,1290.2574777941502,1855157.106787556,0.0,1.0,2.0,2.0,2.0
0.5,0.000347024622315156,657044.4713439817,426203.89801265986,5606.484718517237,753510.3978182693,0.0,1.0,2.0,2.0,2.0
0.75,5.0312208690607474e-05,557387.4421221542,348525.53232867544,10765.304524143981,633487.6280422903,0.0,1.0,2.0,2.0,2.0
0.25,0.0030757798719609638,1182657.0575272846,894855.3263808227,1303.180938551828,1432493.562763085,0.0,1.0,2.0,2.0,3.0
0.5,0.00034864081142295665,473732.39319858607,288547.5131617182,4404.245702772187,529025.793828661,0.0,1.0,2.0,2.0,3.0
0.75,5.327949789276163e-05,388154.0802165939,230996.2416998242,9243.594932581234,422942.4711951181,0.0,1.0,2.0,2.0,3.0
0.25,0.0024151983423723964,893198.9279304972,620407.3178633585,1328.0162126086252,1052049.5714328373,0.0,1.0,2.0,2.0,4.0
0.5,0.0003491662664738875,402649.45049175195,239393.194844243,2975.056403054122,441758.64460813423,0.0,1.0,2.0,2.0,4.0
0.75,0.004692599577280876,319534.7462331021,187207.27464812406,7643.463055819477,338836.7521677185,0.0,1.0,2.0,2.0,4.0
0.25,0.001137642074385231,887287.6018184836,616142.03886605,1303.180938551828,1042516.321525136,0.0,1.0,2.0,2.0,5.0
0.5,0.000350929219089905,402670.3665962751,239418.46674016092,2926.509856781186,441738.71512505074,0.0,1.0,2.0,2.0,5.0
0.75,0.004701545436901996,296158.15720205253,173525.52559889728,6642.121394173497,309272.8540936129,0.0,1.0,2.0,2.0,5.0
0.25,0.0010929191316963504,3708189.721478032,3701285.6085233083,1093.9877858598886,4408422.4271759195,0.0,1.0,2.0,3.0,0.0
0.5,0.0016302523339580032,3705583.6319862423,3695618.226596425,2728.8451495319196,4539478.896601182,0.0,1.0,2.0,3.0,0.0
0.75,0.004729487489891682,3704645.615446454,3692620.221705088,4329.528919049188,4520375.748101057,0.0,1.0,2.0,3.0,0.0
0.25,0.003654035838187723,2567087.0223317016,2319021.9219470853,8596.87858285536,3226571.1753579546,0.0,1.0,2.0,3.0,1.0
0.5,0.003056605505345371,1811349.7243437206,1504203.116558943,5316.173730035366,2167689.3949034037,0.0,1.0,2.0,3.0,1.0
0.75,0.000161711946189919,1299449.1085153574,987493.6909591479,11834.69963780631,1545682.977251047,0.0,1.0,2.0,3.0,1.0
0.25,0.0014179006373989437,1544345.0801344567,1236494.3142974093,1203.334018595357,1855297.9247925899,0.0,1.0,2.0,3.0,2.0
0.5,0.0003394869665376909,658258.2054368402,427179.11508764734,5481.744884354166,754626.1566541536,0.0,1.0,2.0,3.0,2.0
0.75,6.670451136288554e-05,558406.1534885166,348834.0920677571,9943.968014847018,634666.7650946864,0.0,1.0,2.0,3.0,2.0
