% Ordinary,% Toll,% Pool 2,% Pool 3,Total Travel Time,Total Emission,Total Revenue,Total Utility Cost,Loss,Toll Price,HOT Capacity
0.75,0.25,0.0,0.0,20.902863133259515,20.902863133259515,0.0,10.488619930313309,0.0,0.0,0.25
0.5,0.5,0.0,0.0,20.902863133259515,20.902863133259515,0.0,10.488619930313295,0.0,0.0,0.5
0.25,0.75,0.0,0.0,20.902863133259515,20.902863133259515,0.0,10.488619930313313,0.0,0.0,0.75
0.7177894711494446,0.1964854747056961,0.06687722355127335,0.01884756237268448,18.267415469885577,17.448214640930033,735.0020355346657,9.135882522975573,3.8242710521761304e-05,0.5,0.25
0.4726628363132477,0.4084053635597229,0.09418734163045883,0.024744156748056412,17.36220459003298,16.284979081251564,1489.1117573014017,8.739221216104369,6.828925828261042e-05,0.5,0.5
0.23406882584095,0.592929482460022,0.1389860212802887,0.0340157151222229,16.00582556044842,14.569090333604747,2163.8498320268664,8.183374114841035,8.215010070112938e-06,0.5,0.75
0.6914762854576111,0.15810620784759521,0.09244950860738754,0.05796816572546959,16.2881879414372,14.979161094010705,1249.4656872187745,8.282808646916871,2.2644828677645856e-06,1.0,0.25
0.45086368918418884,0.33855998516082764,0.1331281214952469,0.07744833827018738,14.822869708615716,13.159678028971141,2563.7758924021655,7.594901840692339,0.0001555850920022321,1.0,0.5
0.22115860879421234,0.4596323072910309,0.2086557000875473,0.11055340617895126,12.613961883038515,10.488688015682838,3528.732062027788,6.706962216063811,9.874448818862935e-08,1.0,0.75
0.6584184765815735,0.11154334992170334,0.11712133139371872,0.11291681975126266,14.104076915341473,12.373770680006839,1456.4264440890925,7.375908393535667,4.4428058269082866e-05,1.5,0.25
0.42631441354751587,0.2579740285873413,0.1679271161556244,0.14778539538383484,12.37151170541338,10.29620999171556,3102.202425696119,6.649018491633875,2.6170204340115367e-05,1.5,0.5
0.21119824051856995,0.3488267958164215,0.25058484077453613,0.18938973546028137,10.466012005596731,8.032490396699874,4255.535398545726,5.817572743121662,3.130315577854328e-07,1.5,0.75
0.6153005957603455,0.0558822937309742,0.12077590078115463,0.2080410271883011,11.691113546466237,9.642041374493006,1186.9571159879895,6.20078570903684,3.938097259392163e-05,2.0,0.25
0.3961382508277893,0.15620505809783936,0.1762898713350296,0.2713666558265686,9.890167265562798,7.542643149490479,2761.746501589435,5.492388749589272,3.310638058927901e-05,2.0,0.5
0.20229791104793549,0.23993363976478577,0.23397934436798096,0.3237886428833008,8.777068005799107,6.144207704917136,4115.208610344157,5.124294047530657,7.161796811028516e-07,2.0,0.75
0.5852500796318054,0.01299009844660759,0.11896458268165588,0.2827952206134796,10.219117728057782,8.067209516478062,736.5583294968329,5.442594601331992,9.769192431625868e-08,2.5,0.25
0.38020625710487366,0.07983917742967606,0.1792704313993454,0.3606815040111542,8.662947281685156,6.227385904772232,2148.7086421934687,4.9078905146001,1.3544344496592448e-05,2.5,0.5
0.19856834411621094,0.1482112556695938,0.23587267100811005,0.41734778881073,7.906681015755481,5.149301851256138,3571.151113776251,4.783252238436117,9.641821650684824e-08,2.5,0.75
0.5707718133926392,0.0001307652855757624,0.07482264935970306,0.3542748689651489,9.561520481085168,7.386446687495932,389.62013727096087,5.135940799827526,9.82235678846389e-08,3.0,0.25
0.37400588393211365,0.04456910490989685,0.126374289393425,0.4550507664680481,8.137015707099863,5.6570663133341395,1575.3790133809603,4.687951874280039,7.286698463339806e-08,3.0,0.5
0.19887933135032654,0.10377365350723267,0.17229102551937103,0.5250564813613892,7.559248627989049,4.7174589547237975,3037.4293637553133,4.658978864681792,8.428372631242289e-08,3.0,0.75
0.5670836567878723,5.215115561618688e-10,0.047254934906959534,0.38566872477531433,9.391948886353836,7.215189908822981,285.086623615614,5.060868196946112,1.526778241326389e-07,3.5,0.25
0.3727279007434845,0.019613634794950485,0.09868212789297104,0.5089762806892395,7.910995216952236,5.403651193887303,1068.656473751608,4.589012559666554,9.984097845049572e-08,3.5,0.5
0.2003413587808609,0.07309257239103317,0.14592859148979187,0.5806372165679932,7.4324030695734375,4.533388180989241,2644.23478445563,4.6258657237338605,2.570802195966832e-06,3.5,0.75
0.5617650747299194,0.00014227234350983053,0.010023815557360649,0.42806893587112427,9.17277013305224,6.987597976112672,73.03594849168233,4.959481748125246,1.1994207592254295e-07,4.0,0.25
0.3713657855987549,0.003119352739304304,0.032838061451911926,0.5926768183708191,7.723814434977289,5.171286452875162,312.44106599491585,4.497896641156393,8.202792862265247e-08,4.0,0.5
0.20145179331302643,0.047822240740060806,0.0695502981543541,0.6811757683753967,7.309005296846214,4.324996920625463,1798.434231473505,4.580530169226288,9.638890847707458e-08,4.0,0.75
0.56158447265625,9.855021198745817e-05,0.008281798101961613,0.4300350844860077,9.163056191770611,6.9783691340463765,67.29667580221187,4.954939716385825,9.800464151270591e-08,4.5,0.25
0.37193048000335693,0.00012566489749588072,0.02824980765581131,0.5996944308280945,7.718535566560526,5.1631555339216355,223.02278710784304,4.496208007788587,1.328635278890693e-07,4.5,0.5
0.20288196206092834,0.03688829392194748,0.06990797072649002,0.6903218030929565,7.3211272834602905,4.319842740583995,1686.7697142780883,4.597032115387384,9.84782559482741e-08,4.5,0.75
0.5615068078041077,0.00015062946476973593,0.007104333955794573,0.4312381446361542,9.158359992561362,6.974048520244536,66.4214910628085,4.953536932888374,9.56844256700781e-08,5.0,0.25
0.3724450170993805,7.171796460170299e-05,0.024450432509183884,0.6030328273773193,7.725283117932819,5.171208345202768,213.1984214097498,4.497836661389849,4.2950451385785516e-08,5.0,0.5
